scenario_source,scenario,sector,technology,region,year,tmsr,smsp
geco_2021,1.5c,power,nuclearcap,argentina,2023,0.9309138725288272,-0.0023941926527001147
geco_2021,1.5c,power,oilcap,argentina,2023,0.8511121637762493,-0.009065378320370144
geco_2021,1.5c,power,renewablescap,argentina,2023,1.79629109986617,0.07934268687642118
geco_2021,1.5c,power,coalcap,argentina,2024,0.7457437921644103,-0.004862849965336107
geco_2021,1.5c,power,gascap,argentina,2024,0.9638252869466482,-0.018549208503329712
geco_2021,1.5c,power,hydrocap,argentina,2024,1.0334162830945957,0.009120111095880637
geco_2021,1.5c,power,nuclearcap,argentina,2024,0.8963708087932406,-0.0035912889790501745
geco_2021,1.5c,power,oilcap,argentina,2024,0.7766682456643741,-0.013598067480555216
geco_2021,1.5c,power,renewablescap,argentina,2024,2.1944366497992553,0.11901403031463177
geco_2021,1.5c,power,coalcap,argentina,2025,0.6609917228858806,-0.006483799953781473
geco_2021,1.5c,power,gascap,argentina,2025,0.9517670492621977,-0.024732278004439563
geco_2021,1.5c,power,hydrocap,argentina,2025,1.0445550441261275,0.012160148127840878
geco_2021,1.5c,power,nuclearcap,argentina,2025,0.8618277450576542,-0.0047883853054002294
geco_2021,1.5c,power,oilcap,argentina,2025,0.7022243275524989,-0.01813075664074028
geco_2021,1.5c,power,renewablescap,argentina,2025,2.5925821997323406,0.1586853737528424
geco_2021,1.5c,power,coalcap,argentina,2026,0.6388730175402595,-0.00690683759144177
geco_2021,1.5c,power,gascap,argentina,2026,0.931926164437075,-0.0349060341575005
geco_2021,1.5c,power,hydrocap,argentina,2026,1.0575462704729555,0.015705767705559946
geco_2021,1.5c,power,nuclearcap,argentina,2026,0.9576375847143862,-0.0014680774149595818
geco_2021,1.5c,power,oilcap,argentina,2026,0.6851712142771534,-0.019169074661218515
geco_2021,1.5c,power,renewablescap,argentina,2026,2.9737407938162335,0.196664131754455
geco_2021,1.5c,power,coalcap,argentina,2027,0.6167543121946386,-0.007329875229102064
geco_2021,1.5c,power,gascap,argentina,2027,0.9120852796119521,-0.04507979031056152
geco_2021,1.5c,power,hydrocap,argentina,2027,1.0705374968197834,0.019251387283279058
geco_2021,1.5c,power,nuclearcap,argentina,2027,1.053447424371118,0.0018522304754810656
geco_2021,1.5c,power,oilcap,argentina,2027,0.668118101001808,-0.020207392681696752
geco_2021,1.5c,power,renewablescap,argentina,2027,3.3548993879001268,0.2346428897560677
geco_2021,1.5c,power,coalcap,argentina,2028,0.5946356068490175,-0.0077529128667623605
geco_2021,1.5c,power,gascap,argentina,2028,0.8922443947868294,-0.05525354646362246
geco_2021,1.5c,power,hydrocap,argentina,2028,1.083528723166611,0.02279700686099813
geco_2021,1.5c,power,nuclearcap,argentina,2028,1.1492572640278498,0.005172538365921708
geco_2021,1.5c,power,oilcap,argentina,2028,0.6510649877264627,-0.02124571070217498
geco_2021,1.5c,power,renewablescap,argentina,2028,3.7360579819840187,0.2726216477576803
geco_2021,1.5c,power,coalcap,argentina,2029,0.5725169015033964,-0.008175950504422658
geco_2021,1.5c,power,gascap,argentina,2029,0.8724035099617065,-0.06542730261668347
geco_2021,1.5c,power,hydrocap,argentina,2029,1.096519949513439,0.02634262643871724
geco_2021,1.5c,power,nuclearcap,argentina,2029,1.2450671036845817,0.008492846256362355
geco_2021,1.5c,power,oilcap,argentina,2029,0.6340118744511174,-0.022284028722653216
geco_2021,1.5c,power,renewablescap,argentina,2029,4.1172165760679125,0.31060040575929293
geco_2021,1.5c,power,coalcap,argentina,2030,0.5503981961577753,-0.008598988142082951
geco_2021,1.5c,power,gascap,argentina,2030,0.8525626251365838,-0.07560105876974442
geco_2021,1.5c,power,hydrocap,argentina,2030,1.109511175860267,0.02988824601643631
geco_2021,1.5c,power,nuclearcap,argentina,2030,1.3408769433413137,0.011813154146803003
geco_2021,1.5c,power,oilcap,argentina,2030,0.616958761175772,-0.02332234674313145
geco_2021,1.5c,power,renewablescap,argentina,2030,4.498375170151805,0.3485791637609056
geco_2021,1.5c,power,coalcap,argentina,2031,0.5227497539209651,-0.009127786347316194
geco_2021,1.5c,power,gascap,argentina,2031,0.825271566913464,-0.08959501992461395
geco_2021,1.5c,power,hydrocap,argentina,2031,1.1262642299189405,0.03446055927395442
geco_2021,1.5c,power,nuclearcap,argentina,2031,1.8534408946736973,0.029576153626416163
geco_2021,1.5c,power,oilcap,argentina,2031,0.6260578169899135,-0.022768329803900804
geco_2021,1.5c,power,renewablescap,argentina,2031,5.558484042325226,0.45420873354249436
geco_2021,1.5c,power,coalcap,argentina,2032,0.49510131168415505,-0.009656584552549433
geco_2021,1.5c,power,gascap,argentina,2032,0.7979805086903442,-0.10358898107948357
geco_2021,1.5c,power,hydrocap,argentina,2032,1.1430172839776145,0.03903287253147258
geco_2021,1.5c,power,nuclearcap,argentina,2032,2.3660048460060805,0.04733915310602931
geco_2021,1.5c,power,oilcap,argentina,2032,0.6351568728040549,-0.022214312864670155
geco_2021,1.5c,power,renewablescap,argentina,2032,6.618592914498647,0.5598383033240832
geco_2021,1.5c,power,coalcap,argentina,2033,0.4674528694473449,-0.010185382757782673
geco_2021,1.5c,power,gascap,argentina,2033,0.7706894504672246,-0.1175829422343531
geco_2021,1.5c,power,hydrocap,argentina,2033,1.159770338036288,0.04360518578899069
geco_2021,1.5c,power,nuclearcap,argentina,2033,2.8785687973384637,0.06510215258564245
geco_2021,1.5c,power,oilcap,argentina,2033,0.6442559286181964,-0.02166029592543951
geco_2021,1.5c,power,renewablescap,argentina,2033,7.678701786672067,0.665467873105672
geco_2021,1.5c,power,coalcap,argentina,2034,0.4398044272105347,-0.010714180963015914
geco_2021,1.5c,power,gascap,argentina,2034,0.7433983922441048,-0.13157690338922273
geco_2021,1.5c,power,hydrocap,argentina,2034,1.1765233920949618,0.04817749904650884
geco_2021,1.5c,power,nuclearcap,argentina,2034,3.391132748670848,0.08286515206525563
geco_2021,1.5c,power,oilcap,argentina,2034,0.6533549844323379,-0.021106278986208864
geco_2021,1.5c,power,renewablescap,argentina,2034,8.73881065884549,0.7710974428872609
geco_2021,1.5c,power,coalcap,argentina,2035,0.41215598497372463,-0.011242979168249153
geco_2021,1.5c,power,gascap,argentina,2035,0.7161073340209851,-0.14557086454409227
geco_2021,1.5c,power,hydrocap,argentina,2035,1.1932764461536356,0.05274981230402695
geco_2021,1.5c,power,nuclearcap,argentina,2035,3.9036967000032305,0.10062815154486877
geco_2021,1.5c,power,oilcap,argentina,2035,0.6624540402464794,-0.020552262046978218
geco_2021,1.5c,power,renewablescap,argentina,2035,9.79891953101891,0.8767270126688498
geco_2021,1.5c,power,coalcap,argentina,2036,0.38450754273691445,-0.011771777373482395
geco_2021,1.5c,power,gascap,argentina,2036,0.6888162757978654,-0.15956482569896183
geco_2021,1.5c,power,hydrocap,argentina,2036,1.2100295002123094,0.05732212556154506
geco_2021,1.5c,power,nuclearcap,argentina,2036,4.416260651335614,0.11839115102448193
geco_2021,1.5c,power,oilcap,argentina,2036,0.6715530960606207,-0.019998245107747576
geco_2021,1.5c,power,renewablescap,argentina,2036,10.85902840319233,0.9823565824504386
geco_2021,1.5c,power,coalcap,argentina,2037,0.3568591005001044,-0.012300575578715634
geco_2021,1.5c,power,gascap,argentina,2037,0.6615252175747457,-0.17355878685383141
geco_2021,1.5c,power,hydrocap,argentina,2037,1.2267825542709831,0.061894438819063216
geco_2021,1.5c,power,nuclearcap,argentina,2037,4.928824602667998,0.13615415050409507
geco_2021,1.5c,power,oilcap,argentina,2037,0.6806521518747622,-0.01944422816851693
geco_2021,1.5c,power,renewablescap,argentina,2037,11.91913727536575,1.0879861522320273
geco_2021,1.5c,power,coalcap,argentina,2038,0.3292106582632942,-0.012829373783948874
geco_2021,1.5c,power,gascap,argentina,2038,0.6342341593516261,-0.18755274800870095
